0-9%,10-19%,20-29%,30-39%,40-49%,50-59%,60-69%,70-79%,80+%,Heart disease_prevalence
11.29219448,11.42553769,11.8749537,10.17112379,11.46257747,14.30476332,14.93443959,9.97357829,4.560831667,10.4
11.85672368,13.97820124,19.82853943,12.76620188,11.43788503,11.13488519,10.47096611,5.574622686,2.951974764,6.5
12.2066833,12.0293199,12.14860856,11.02478379,12.49077867,13.79196685,13.17197972,8.965484767,4.170394437,10.2
10.99645866,13.38380755,11.96116742,10.69117108,12.2786665,14.39736232,13.31053853,8.657955794,4.322872146,10.4
12.36473134,14.20909005,12.39296132,10.5674226,11.18848217,12.59998118,13.41865061,8.346664157,4.912016562,11.2
10.6635672,11.84277261,10.77345731,10.51986475,12.48098056,14.98309383,13.60946746,10.21555368,4.911242604,11.0
6.360300542,6.569980779,17.36851302,16.91420584,19.43036869,19.22068845,11.27031277,2.254062555,0.61156736,5.3
14.00880846,12.75614157,16.54775707,15.59453656,11.91062572,12.34761849,10.0285383,4.728371602,2.077602234,5.1
21.51954326,17.6438296,15.51383399,12.90623628,9.173254282,11.03974528,7.778875714,3.238910848,1.185770751,9.2
12.65678449,8.665906499,14.02508552,13.56898518,11.74458381,17.21778791,13.79703535,5.473204105,2.850627138,7.3
10.63623118,9.227780476,13.35599806,14.7158815,16.02719767,17.28994658,13.45313259,3.933948519,1.359883439,6.1
19.6,14.84,15.8,12.72,9.22,12.58,9.82,3.9,1.52,8.4
14.5436542,12.1975124,20.7434501,15.56112397,10.54349254,10.77386305,9.635145649,4.480100231,1.521657859,4.8
8.084074373,10.9135004,8.367016977,11.96443007,11.80274859,16.49151172,19.32093775,9.539207761,3.516572352,7.5
10.08833101,9.948860995,8.693630869,10.73919107,11.9944212,17.20130172,18.27057183,9.809390981,3.254300325,9.7
11.61834771,12.01071217,13.62065207,15.11225983,13.06324541,14.26213683,12.4591287,5.739108772,2.114408495,5.5
12.44597065,12.23583278,11.84118361,12.44597065,11.48070319,13.98527326,15.22730767,7.629883997,2.707874191,7.4
12.17847392,12.27906308,12.83948843,13.85256502,11.79767208,14.06811323,13.29932462,6.854433108,2.830866504,6.8
15.0093668,13.03859123,15.06931435,15.38403897,11.50243537,13.00861746,10.50580742,4.833270888,1.648557512,5.3
25.46067686,18.59568831,16.54823558,12.10405877,7.997109479,9.635071661,6.190533542,2.372636396,1.095989401,10.6
17.2652804,13.54757404,14.24070573,13.04347826,11.90926276,14.05166982,9.892879647,4.284814115,1.764335224,8.6
14.60273209,14.52560171,12.85196543,14.40572438,12.34457764,13.01273116,11.34559985,5.141715454,1.769352291,5.9
20.61350919,16.95643485,15.44764189,13.60911271,10.11191047,10.79136691,7.993605116,3.337330136,1.139088729,8.2
15.88330632,12.65194489,13.99918963,15.2856564,12.63168558,17.25081037,8.620340357,2.603322528,1.073743922,6.5
21.34011211,16.92087081,16.46460696,12.76235171,9.399035328,11.45874071,6.700560553,3.154738626,1.798983183,8.7
12.48059609,10.40049674,11.30083825,12.1701335,12.07699472,14.37441788,16.29928594,7.916796026,2.980440857,7.4
12.56617876,12.69075055,10.33945811,12.23917783,11.02460293,15.92961694,15.60261601,7.474307069,2.133291809,9.2
11.0095987,12.68648086,13.0449867,14.16676304,12.89464554,13.09124552,13.16063375,6.337458078,3.608187811,6.3
10.19163763,6.445993031,12.10801394,21.34146341,15.24390244,12.80487805,13.50174216,6.010452962,2.351916376,5.4
14.64296039,12.50361376,12.31569818,13.41428158,12.30124313,13.35646141,12.79271466,6.562590344,2.110436542,7.2
10.78705553,11.14662405,10.46743907,9.908110268,9.908110268,15.42149421,18.89732321,8.949260887,4.514582501,9.1
10.7615894,8.609271523,12.74834437,11.58940397,12.58278146,16.55629139,14.56953642,8.278145695,4.304635762,9.1
15.93767599,14.2481697,12.25830674,13.00919842,9.686502722,12.50234654,13.62868406,6.157311808,2.571804017,10.5
14.28054248,15.84421733,13.49661645,11.63496616,10.57534323,12.70015873,11.24648417,6.804700771,3.416970676,10.9
11.74883648,12.68438905,12.54003313,11.90818017,9.996844679,12.00757277,13.55762404,10.40151455,5.155005127,8.4
11.24154731,15.70414549,21.71517773,12.09486609,10.18312403,10.87613928,10.38612849,5.439119661,2.359751915,5.6
11.35111062,10.59771011,9.643897641,9.46018668,8.669672846,12.95069495,17.23171705,13.66698213,6.428027983,10.9
14.63017441,15.66242908,15.00315192,13.61105274,11.70939273,10.24637529,9.529312881,6.135742803,3.472368145,7.3
15.48033323,14.39417906,13.83528419,14.64726352,11.69461141,11.14626173,9.9546557,5.272593061,3.574818096,6.4
9.166745663,9.275760736,9.071949948,8.536354157,7.626315291,10.63133946,14.38524979,20.02085506,11.2854299,14.5
12.89763545,13.6165034,14.22292071,13.7470459,12.70526777,12.16559536,10.24971751,6.82652493,3.568788961,6.4
8.934860415,9.857790503,9.791935099,9.526604629,9.401574803,13.50226676,17.48651873,14.66857552,6.829873539,11.2
14.41984698,14.81280275,12.19521029,11.2399837,10.42057133,12.1698583,12.69862828,8.316356558,3.726741817,10.6
11.35050184,12.59170434,15.70438266,11.74874143,10.94369693,11.61362099,12.30731623,8.908517496,4.831518094,7.7
12.00322943,12.80253524,12.16156981,13.386024,12.06763907,11.07264424,12.43016697,10.11678721,3.959404032,8.0
14.22889209,15.52535959,12.37556707,10.69209434,11.02534884,11.88321042,11.77570897,8.402313431,4.091505235,8.6
8.473100481,9.777450182,9.211053782,8.865353696,9.176138935,13.43531917,19.55662455,14.71984068,6.785118517,9.9
14.11270554,14.01182305,15.7404963,12.41938829,10.06043521,10.10333384,9.358971941,8.848902549,5.34394328,8.6
13.18025775,11.79019641,11.75080196,10.87286848,12.05470201,13.60796893,13.43913557,8.340368057,4.963700827,10.3
12.57607503,12.43639629,11.5683927,10.490871,12.2867405,13.79327547,12.78559314,9.543050983,4.519604909,10.8
9.260193662,10.10836397,9.027127033,9.39715034,9.721521421,13.51546169,16.33869146,14.60390687,8.027583556,11.8
14.28057871,14.31946238,12.96513675,15.23616328,13.15405271,11.6009068,9.298333138,6.014497007,3.130869233,7.0
12.5506937,12.33191035,11.64087513,11.24066169,11.68089648,13.4791889,12.49733191,9.503735326,5.07470651,10.1
13.0127558,12.99440213,11.19574195,11.91153528,12.04001101,13.11370102,12.45296871,8.36009911,4.918784987,10.2
9.873033921,11.21849536,11.82490051,10.68789085,11.91965132,15.40648096,14.64847451,9.1529278,5.268144779,10.7
11.57566524,12.1602948,10.70403572,10.41703575,11.01938136,13.20199837,15.49445488,10.67569004,4.751443858,10.4
12.09043878,12.42575206,11.92757233,10.79708756,11.17072236,13.56581721,13.97777352,8.421153478,5.623682698,11.5
10.38937492,15.59312814,20.56570418,9.741172204,10.15819772,11.13276823,10.7202756,7.470196274,4.229182721,7.6
11.93507106,11.86098202,11.78689298,10.80352933,11.51747828,14.03650569,12.55472486,10.02222671,5.482589075,11.3
9.705587823,11.04346085,9.341077509,10.17824955,10.73502904,14.47226117,14.88483877,12.68576006,6.953735229,11.4
10.61361936,13.507109,10.51384385,11.01272138,12.27238713,14.28036917,13.41980544,9.45372911,4.926415565,10.8
11.50528954,15.42252624,17.24943706,10.48986702,10.02676637,11.87492034,11.18664231,7.392615881,4.851935251,9.1
12.28758796,12.2253602,11.27758365,11.50256091,11.64616342,14.27887607,12.94337274,8.735819252,5.102675793,9.9
13.95567346,14.22373294,15.50691796,13.95106763,11.95397852,11.30547726,9.748705761,6.005084839,3.349361632,7.5
12.92937577,13.81572722,12.0461786,12.19600669,12.60448538,13.36939722,11.71024824,7.620729899,3.707850992,9.2
14.92904721,14.70977618,13.35070953,12.34123536,11.7165198,12.92457904,10.63257623,6.290596169,3.10496049,8.7
12.62293116,13.13264572,11.71144159,11.41760614,12.40705205,13.46845766,12.05924682,8.821060206,4.359558647,9.9
10.93010304,12.39209134,10.76301866,10.76301866,10.4845447,13.49206349,14.9122807,10.21999443,6.04288499,10.9
13.92460042,13.87248089,10.92772759,11.25781793,10.49339819,13.09937457,13.63794302,8.330437804,4.456219597,11.6
11.6815801,13.78219118,16.69576604,10.99410738,10.814055,12.43998254,11.35421213,7.480357922,4.757747708,8.9
12.44491451,13.97689214,19.24346586,13.3006426,11.9385286,11.48822973,9.350511995,5.589474865,2.667339711,6.8
11.76866929,13.50926446,11.69006176,11.41493543,11.9427288,13.67209433,12.5491297,8.411005053,5.042111173,10.8
10.24533377,12.2992909,9.32431331,9.422120792,10.7425218,13.87236124,15.6981009,11.98141658,6.414540712,13.0
10.89819876,11.3066543,11.10494786,11.0373762,11.21992053,13.24908728,14.58539242,10.8084394,5.789983258,10.3
11.5405762,13.08005278,11.55157247,12.2223444,12.96459204,14.24015835,11.8979547,8.456124918,4.046624148,8.7
13.34362934,13.43629344,12.93767237,12.73248759,13.13403199,12.84280199,10.70932157,7.247655819,3.616105902,8.6
14.70033577,13.46764178,11.60020238,10.81367002,11.24143324,13.45844257,12.08316085,8.095303804,4.539809576,10.4
10.56348476,12.10943295,12.80970891,12.15394202,12.81861072,13.76813744,13.03522151,8.551675024,4.189786653,9.6
14.31676786,13.94198336,11.46090998,11.75324189,11.16108238,13.29735402,11.38595308,8.012892587,4.669814856,10.1
13.16948883,13.68703222,12.04947184,12.01762302,12.21933224,12.80588142,11.86103296,7.710069537,4.480067944,9.3
9.173839476,10.60840138,10.35091591,10.5863312,11.57948944,14.45596998,14.67667182,11.6751269,6.893253881,11.4
11.08202962,10.85003867,13.71126048,13.47926953,12.64648147,13.4911665,12.34310868,8.321932068,4.074712986,10.5
12.00927856,13.25131397,13.93252488,12.07387615,11.35743019,13.1984614,12.67287195,7.510937546,3.993305341,9.2
13.63024456,14.17246279,12.58694189,12.40370952,11.39780121,13.1889911,11.28187869,7.512527111,3.825443123,10.1
9.697695301,10.65549237,11.67315175,9.218796767,11.10445974,15.30978749,14.68123316,11.50853038,6.150853038,11.6
11.74394548,13.16782281,12.8879153,10.87379822,11.43361324,13.53291956,11.98125837,9.042229524,5.336497505,10.3
9.883138564,10.25041736,14.15692821,13.5114079,13.27768503,13.02170284,11.99777407,8.78130217,5.119643851,11.2
8.563102443,10.58058731,16.57326459,16.16976762,13.8533961,13.59934245,9.930508855,6.702533064,4.027497572,9.0
11.96657472,12.34788252,11.17150738,10.94434529,12.19373682,13.47558007,13.46746714,9.938341717,4.494564336,10.2
11.44132125,12.52702765,11.41371854,10.80185858,12.31540691,14.90086028,12.96867093,9.016883655,4.614252197,10.5
13.86833566,14.23082667,12.76185563,14.21996552,13.23024288,12.73062981,10.0682895,6.060523779,2.829330546,7.3
12.81475639,13.03318973,11.16437109,11.2493174,11.7650628,13.9311935,13.4093805,8.488562587,4.144166009,10.6
10.08850616,10.00478412,8.545628513,8.934337998,9.639995216,14.73507954,18.94510226,13.49718933,5.609376869,12.6
13.24554964,12.56652597,12.9198018,12.7064599,12.30959809,13.1308497,11.58469444,7.590842356,3.945678106,9.3
14.05950678,14.50326148,13.42176095,12.23356531,11.46730037,13.20837072,11.31453236,6.324110672,3.467591358,9.7
12.31884058,10.82608696,10.95652174,9.565217391,10.1884058,14.92753623,15.42028986,9.608695652,6.188405797,12.3
9.345584939,11.07126849,9.524876737,8.191393994,10.51098162,16.30434783,15.72164948,12.66248319,6.667413716,12.5
12.27480183,12.53903435,10.74945952,10.55729042,11.6982945,14.14845064,13.66802786,9.079990392,5.284650492,10.8
9.583600256,11.63356823,9.609224856,9.98078155,10.19859065,14.10634209,16.79692505,12.59449071,5.496476618,11.7
11.85715496,12.63661781,10.86588156,11.08192832,11.16241633,13.94560705,14.94535288,8.358044565,5.146996526,10.9
11.87210201,12.54829985,10.49072643,11.02202473,12.55795981,14.31607419,13.41769706,8.945131376,4.829984544,10.6
14.45448999,13.77225581,12.10272339,10.11148705,10.14476676,13.18431416,13.63913695,8.153530423,4.437295468,11.2
11.25269371,12.43324276,10.98098004,10.69989694,13.23901434,13.92298323,13.69811674,8.891595615,4.881476623,10.6
13.32276633,12.88479186,12.80136815,11.33311087,12.12146492,13.48127138,11.67514808,8.480020022,3.900058397,10.3
12.05047633,12.96324006,10.44939897,9.915706519,11.29233378,13.2275924,14.17527059,10.75365355,5.172327797,12.0
12.5,14.446875,15.8484375,12.01875,11.1828125,12.528125,10.5375,7.15625,3.78125,8.5
10.82486995,10.9858806,10.39137974,10.35422343,11.19643299,14.7634382,14.04508298,10.81248452,6.62620758,11.2
13.11755119,12.2448304,14.15911174,13.88000407,12.13201589,12.55169604,11.77574615,6.567179383,3.571865132,7.6
13.00980611,12.78694005,11.78961444,11.73946958,11.33273902,13.07109427,12.27434812,8.613773122,5.382215289,10.8
11.8754668,11.34478557,13.42426982,15.05562326,12.98793192,12.62628248,12.02484374,7.115059554,3.545736861,9.9
12.17499444,13.13034813,11.49718747,13.46225118,13.0117525,12.86103722,11.62484249,8.41452467,3.823061909,7.9
12.03605,13.1698808,11.17356333,10.52427561,11.13479988,14.75918209,12.59811997,9.96220564,4.641922667,12.0
10.88213119,11.6235235,9.198291028,9.876853481,11.07062076,14.41316914,15.33048505,11.3596381,6.245287761,12.5
13.0220034,13.28422816,13.61377032,12.65254045,12.09756327,13.09558288,11.40716852,7.029189138,3.797953864,8.8
15.90524535,15.16424529,13.22130813,11.6109458,12.23525293,11.838497,10.11144174,6.336425696,3.576638077,9.3
10.68179201,11.8852931,9.835310377,9.23068064,11.10215363,13.39974663,15.20211908,12.09259473,6.570309801,13.3
9.922132135,11.11824677,9.40033716,9.231757245,10.12282251,14.33732038,16.12747853,13.13317813,6.606727141,13.3
13.21627562,13.0399223,11.62909574,11.93324132,11.82589582,13.4130757,12.87634821,7.759546082,4.306599192,9.3
10.10058423,11.91953261,8.709269409,9.913870987,11.09438053,14.00951635,15.51526833,12.02192375,6.715653798,12.1
13.63642118,14.77331713,18.62458379,14.16013606,11.72977832,10.62157908,8.657542802,5.146838509,2.649803132,6.9
12.30200567,14.30894102,14.33307506,11.90442923,11.95523772,12.99300113,10.83872115,7.508224624,3.856364398,8.5
12.03389831,11.7257319,10.78582435,9.845916795,11.84899846,13.8366718,14.42218798,10.0,5.500770416,11.5
13.11817971,13.80078941,11.61365219,11.19108428,12.47271883,13.74506617,11.7622475,7.731599721,4.564662178,10.3
11.52786286,11.3358128,14.21920345,16.54534295,13.93121836,12.8628537,10.43807931,5.766181312,3.373445256,4.7
7.266121708,12.62488647,10.44504995,8.174386921,9.990917348,16.71207993,19.80018165,10.35422343,4.632152589,9.7
8.130411599,8.531599929,9.547266587,11.41609324,12.07119823,14.82111571,17.35012569,12.36066323,5.771525785,8.4
11.04187567,12.38021932,18.10115197,11.67321064,10.22935621,11.47991836,12.7079946,7.849309856,4.536963365,7.1
8.72330161,9.940353493,9.091706504,9.94254638,9.854830928,15.03442831,18.92460857,12.78452699,5.703697206,8.6
14.61598927,15.39741989,13.27969668,12.98377029,11.453276,11.88791788,10.50076294,6.413279697,3.467887363,7.1
11.80188052,13.07764201,12.14512069,13.29221059,13.67013993,13.9995566,11.38221985,6.835852428,3.795377386,5.4
11.56748599,11.38062383,12.60960184,14.60399598,11.63216904,12.86833405,13.60859566,7.794307891,3.934885727,8.3
9.895216019,12.01239786,10.07090488,10.85442474,11.90698455,15.5791439,15.9410105,9.272176129,4.467741428,6.8
15.87650845,15.21299276,15.20323813,13.99215607,11.50281577,11.02323009,8.998793242,5.189058729,3.001206758,6.7
14.59692659,14.53987949,13.12083289,12.39348237,10.88173423,12.36852426,11.29889115,6.931222591,3.868506436,7.5
10.60327191,11.95104603,16.49153425,13.03410499,11.57853827,11.62766823,13.48140761,7.485352672,3.747076034,7.1
16.23081281,15.15121517,15.0164717,13.58324121,11.18095772,10.88562205,9.015712738,5.50083321,3.435133396,6.8
11.64174126,10.82448435,9.568021349,12.08094735,10.45199311,13.64874632,15.69466837,9.634736198,6.4546617,8.0
16.05294147,15.61514512,15.52370523,14.18043097,11.67386291,11.09801464,8.661699176,4.827803079,2.366397402,6.6
15.3640844,14.30572255,17.24231333,15.48101952,12.32773542,10.72367639,7.664865293,4.382754383,2.507828707,6.0
11.72688018,11.11646112,10.39576279,11.17859029,10.60700196,13.86722997,16.05417663,10.35693206,4.69696499,9.2
9.697422245,9.590286345,17.41120706,16.4502305,13.62249205,12.11609636,11.2622557,6.483345237,3.366664502,6.7
11.95636879,12.26200379,15.40814632,14.86162313,13.35979017,12.9236621,10.03733802,5.665518581,3.525549111,5.5
15.27474758,14.83078796,14.14709016,13.26678167,11.85435588,11.27276879,10.14003755,6.178649348,3.034781064,7.2
9.8726826,12.1217256,8.690394584,10.04097571,13.93520908,15.56653547,14.41351582,9.902721188,5.456239939,6.1
8.79171198,8.871844771,10.40009158,10.11390304,9.461393166,14.84746151,18.44198958,12.65525728,6.416347089,9.1
11.83138141,11.67499943,10.7561126,11.82453257,11.65102847,12.5345296,15.44871356,9.818962172,4.4597402,8.2
15.9190581,17.1244518,15.25885757,13.39690281,11.52730515,10.84381198,8.387531163,4.867432169,2.674649246,6.6
10.61866241,10.36800729,9.604648513,10.23128632,10.34522046,13.23914777,17.3179902,12.47578899,5.799248035,10.1
9.775438596,10.72280702,14.09824561,14.28070175,12.75789474,14.72982456,14.13333333,6.673684211,2.828070175,6.1
14.61223066,14.44670955,14.20749597,13.95909953,12.23937887,11.53941514,9.940908277,5.620830406,3.433931597,6.3
10.65149874,12.43248671,12.26177582,12.49919307,12.79184031,13.61455203,12.63260578,8.196274486,4.919773055,6.3
8.946196437,9.905111539,8.822821377,10.83694431,10.78077355,13.95943669,18.70887498,12.17701814,5.862822982,7.9
11.79067084,12.71343592,14.24119765,13.41764889,13.37835157,13.80415623,10.54542921,6.321469644,3.787640052,5.5
11.48775655,12.90935498,10.55782922,12.26710484,13.17388573,13.56966443,12.41615774,8.770211803,4.848034715,5.9
8.987449479,9.950010636,8.721548607,10.14145926,9.205488194,14.37460115,20.123378,13.11423101,5.381833652,8.5
13.39169351,14.58050938,14.10600312,13.42148021,12.46100186,12.2278087,9.855930288,6.403284208,3.55228872,6.0
12.97600545,12.89917098,14.31061503,14.81224549,12.48313568,12.60636934,10.55630364,5.948441733,3.407712649,5.8
13.6210735,14.82847718,13.36919252,13.75270163,12.73867754,13.179063,10.1093651,5.442254254,2.959195281,5.6
14.43040003,14.70793695,15.66276156,13.92703915,12.34111391,12.0763786,9.35401176,4.976416039,2.523941991,5.8
12.23599943,12.09072659,16.09851634,15.09569404,12.49409278,12.32459284,10.20600808,5.911889941,3.542479969,5.3
8.151997328,6.867390086,17.14436123,20.76089233,13.67828779,12.15831451,10.60720816,6.181330345,4.450218215,4.6
14.66253023,15.27542317,14.07886695,13.57850822,12.41450323,11.97273669,9.530066697,5.508861903,2.97850291,6.3
9.523256223,12.65131509,16.49730643,11.52776311,10.47216647,12.1481638,13.81958382,8.614485405,4.745959649,6.3
11.32916204,11.16659844,12.64331521,15.14986128,13.88872646,13.5875095,11.25080405,6.706430423,4.277592603,5.0
12.46061268,14.28827372,18.47816593,12.0342107,10.69297041,11.23649858,10.19803954,6.351911531,4.259316906,5.9
11.95337459,12.23878363,14.35158472,15.59608169,13.94339301,13.0460835,9.633561626,5.673085359,3.564051879,4.5
10.44247142,13.69309584,16.55065541,11.55493975,11.77444349,12.79320341,12.8701391,6.928223733,3.392827843,5.7
11.77849367,11.76071984,12.03788047,12.3789158,10.54765608,13.2831593,14.06854032,9.340702066,4.803932459,7.7
9.106126548,8.202209575,7.96786073,8.771342484,9.943086709,14.99832608,20.99096083,13.82658185,6.193505189,9.5
10.93449822,11.32787485,9.758942457,10.64175281,9.996798097,12.86021407,17.66764248,11.53371146,5.278565548,9.2
12.16811088,12.17169342,14.01065807,13.90967511,12.02122657,13.43588366,11.99010322,6.79407089,3.498578178,5.7
10.36940285,11.70695801,12.13400754,12.95110233,12.14360866,13.73859368,13.97882154,8.544391149,4.433114241,6.2
14.79388522,14.91519875,14.18313433,13.67823723,12.06005656,11.91237052,9.638151014,5.653719888,3.165246492,6.5
13.93184377,14.3161135,13.65293832,13.05794002,11.60246676,12.2439493,10.34222732,6.727819269,4.124701726,7.0
13.01708492,13.15789474,11.77795857,11.47130609,10.89867952,13.64603542,12.69635146,8.791225984,4.543463296,8.7
8.9668927,9.668927004,8.304746709,10.00398883,10.42680495,15.04587156,20.15955325,12.12604707,5.29716793,10.3
16.76637452,16.87520527,14.54146194,13.50338406,11.55924192,10.64952851,8.452521246,4.962853727,2.689428821,6.9
9.077907552,9.448284714,11.10214709,11.64121088,10.50807679,13.26757,17.23903995,11.74572324,5.970039788,8.3
