20-29%,30-39%,60-69%,70-79%,80+%,Heart disease_prevalence
-0.4294540824025225,-0.6654852475581196,0.5386890261141989,0.4023827630785885,-0.11797024447939036,10.1
-0.7362959850529824,-0.7859337985894166,1.1945998408829572,0.46009770267504074,0.6517298115351733,9.2
1.3201939125235114,-0.12855096785087727,-0.6585667472748502,-0.5445595982069068,-0.38353714099610187,7.3
0.09487486281620507,0.33545204137976153,-0.5704749578620326,-0.4793315672313452,-0.6134923177727407,7.8
0.17336190219394612,0.07096176219144862,-0.23303651780429321,-0.4021875256271162,-0.14857499620148884,8.4
1.5542035784599664,5.228132605781814,-1.0212271773891666,-1.0046003659277878,-0.1749102863202529,4.6
-0.08851026954046172,-0.30409091874100036,-0.012172499546632022,0.29015946873705994,-0.508627035484238,9.1
-0.7784019943319963,0.42199076699338817,0.12242188821456848,-0.03776978475169975,1.2139103494087722,7.8
-0.3528972605423085,-0.06103802466065947,0.14777590668539295,-0.2544002151713204,0.0886461278139028,6.3
0.24150305605658487,1.8896725184110117,-0.4066135258220367,-0.16023016813998453,0.833956652511167,7.6
0.06989692860545055,0.18978274380369017,-0.3740946403049192,-0.3763748372623123,-0.22110772059142852,7.8
-0.27218270803082795,-0.5032731876643793,-0.5724663343186741,-0.07141072144462038,-0.7717660373819535,9.8
-1.5696662845160219,-0.34992707553296276,1.627483256718683,0.2997643584651053,-0.10332932289160511,8.9
-0.12196625537583036,0.048299407240225835,0.5747749362260133,0.1657982003379688,0.16121990336423123,10.5
-0.6202748878364188,-0.7637455478572324,0.4197173270912283,0.08933011655963387,0.7869932185315102,8.0
-1.3500386678558416,-0.9305592342036872,2.1041545489038933,0.8859854791144987,1.034523428101767,9.1
0.1489146676814975,0.5258014313304475,0.12026063664172158,-0.3440713774320836,0.0409874963985619,8.6
0.5664014740277532,1.4934195626281492,-0.5124635018255508,-0.5920887425054071,-0.6229867649091163,6.2
0.15931841631755123,1.8293868007702307,-0.17502260788693436,-0.6011678685477091,-0.723196951793245,5.1
0.5321960037158117,0.6877646932108428,-1.0671338716165284,-0.693683385304654,-0.8364853580148114,8.0
-0.017803413388093874,0.3599755987548815,-0.7885276586237208,-0.46040329516377126,-0.583317789159345,9.1
0.011323040058606373,-0.6467560782803085,-0.17038101201581987,-0.20189167435355135,-0.2955956200525139,9.4
-0.3757997198069955,-0.4290109202106917,-0.19231827000918275,0.030630805626822515,0.6761861796211919,9.7
1.3563572249534808,0.17384009250500373,-0.38874242462451264,-0.04049236214270167,-0.06851161046153659,9.8
1.1121912936210727,0.7875115364906623,-1.0911217400243696,-0.6081330786644195,-0.5096417378438801,9.9
-0.8119338156759249,0.06163443881576557,0.5416628009492152,-0.23498359889972123,-0.400632651927603,7.1
0.0435358738592919,-0.44413066627997494,0.3249026177857614,0.009384106078323615,0.42113919910793085,8.8
-0.13231391565576936,-0.29728992413030986,0.1190973327120222,0.41327366154901235,-0.1286598578391356,8.6
-0.46559977900542676,-0.04396198086492901,0.36674001970283027,-0.06230589193768976,0.3595340392969349,8.2
0.02688901695254038,-1.2175052712689929,-0.4704442921950704,0.24310245945357736,0.4854542808433474,9.7
-1.2163681265702349,1.205366430516318,0.009678014559648604,0.7370199951221964,-0.18837292162293234,8.9
0.3791955237597953,-0.11795201083085702,-0.24935429636821144,-0.5107129836479003,-0.06428391905296668,8.4
0.3226098766091137,0.5416129646165847,-0.5204753026008213,-0.8417349937392176,-0.5163612215789618,6.2
-0.6918437620596485,-0.5825897291635262,1.6189387031684919,1.184511835166004,0.4478754862426213,8.6
-0.6617306969063085,-1.2145902321687299,1.2364858432740637,2.042008124344632,1.4070502490842494,8.8
0.5943999872570827,1.2270310349004592,-0.5526891009577206,-0.8270777300248415,-0.7506313990212113,7.6
-0.39586663536309513,-0.5521259542247482,0.43422204053262764,0.8501928007608586,0.21176911785974215,10.2
0.06413722190713145,1.3939270123513345,-0.7693271153361374,-0.662036389117711,-0.7378987186335891,7.6
-0.5579968175086792,-1.231012329165293,1.599972894436765,1.288549579234788,0.2321910869704722,9.7
0.44236741002838564,0.8515927975823596,0.42042914901642603,-0.009549755539284471,0.7482330078470057,8.2
-0.7118815451081673,-0.5288462706202727,0.11004546735776642,0.0023182040065300347,0.4047977821963063,8.0
-1.1020618048882227,-2.0050453845190783,1.324025296980255,3.0344379594778266,2.699710763595088,11.2
-1.3835670753495828,-1.833269657383248,2.1072554083049195,2.294759760082868,1.2769032055819993,13.5
0.21239616682008522,1.919711428889953,-0.3612094080501836,-0.269832058292556,-0.17254563788628355,8.3
1.1123769173041855,1.8469515846463513,-0.9255375753492384,-1.1834038608625574,-0.6881795339560288,5.6
0.020975709501856545,0.8707988912590888,-0.5187428627016286,-0.5935181821658192,-0.907289340893688,6.7
1.0778465139149163,1.2543810114388854,-1.5237099684251803,-1.5589611199340974,-1.437498091286927,5.8
-0.2709574290355053,-0.07699525367265701,-0.34298954702820533,0.9133994684351301,1.9258666509470357,8.7
-0.01966549215347788,0.4109959148664306,-0.42602098499631913,-0.5890317026168759,-0.4154274121326499,7.0
-0.699124310401664,-0.7854598048516516,0.9580736191876495,-0.65712280841139,1.6589222641613135,8.1
-0.4570841229432596,-0.00023480691953042357,0.8251824893893294,-0.8279643935053452,-0.04808182701368144,7.6
-0.5715254447489967,-0.6034940072375529,0.8393633346606603,0.4115942099513267,0.6764132738801362,8.8
0.08960220688970266,-0.3131696418066709,-0.13584658813656258,-0.00775173085538667,-0.33947748047744936,10.0
-0.6174120764093908,-0.5520988979423246,0.4178472052287087,1.989513802396219,1.3504362221485833,10.0
0.1750208893462221,3.467589170188995,-0.2798806586804336,-0.720973507362414,-1.2260776491051808,5.2
3.0090820841364745,0.30582556330997396,-1.0893030534296455,-1.2235211647380426,-1.125250672305074,6.0
-0.6229753886597367,-1.0052505760352162,1.269743423117748,0.8151601567457769,0.09203169560026962,10.4
1.0753927825675795,1.5629288268398782,-1.2603572032619665,-1.1931432218496214,-0.9711194794968683,6.9
-0.7063140820944079,-0.5989072957567741,1.2104468391929275,1.055790814817706,0.4713947526233289,10.4
-0.7495643308124227,-0.1346918310370021,1.3385133144086285,0.8991030106585552,0.3913808740715509,7.0
-0.2569391692549584,0.01813612392122892,-0.7857097974454101,-0.3770392051338963,-0.9144823602183685,7.4
-0.9754282347947485,-0.9594305029907689,1.8977897348844854,1.8999603772506075,1.2575076328074806,10.8
0.6099562608171817,1.2730234936205462,-1.288387396550991,-1.2624769362840955,-0.8410406544629397,6.3
0.49550590442957654,0.9425322481748653,-1.7340524223041223,-1.7884844361841894,-1.3284912870102685,7.4
0.194870769167662,0.5686601817617183,-0.43012431087014763,-0.20325313120943858,-0.46020407249394923,8.9
0.048995220899932475,-0.20458501767449225,0.11679705595674092,-0.00659124751550693,0.46550155146870836,8.2
1.3633180326913772,-0.12494826655562684,-0.113880288543213,-0.6609673127951219,-0.8679823245578877,5.7
1.3586885939817008,2.1256478774380363,-1.5730427506840634,-1.484503767395833,-1.3163277554314599,6.1
-0.2302685723721837,0.457970191590986,-0.1818088114427905,-0.4252902037718112,-0.6164228587139936,6.6
0.12677479785982246,1.3986247575120812,0.6122959616803623,-0.48389763334161706,-1.0257075467858834,5.7
-0.572607929123505,0.05155684292586594,-0.07904064919624076,-0.19757008768082768,-0.4878776310968517,7.0
-0.49335279595963577,-0.4371328812617858,0.794119677442433,1.290329926144303,0.3206913205648714,10.0
-0.17423147223793908,-0.40098920008436384,0.4276024242133704,0.3266129115911534,0.056985001200225455,9.7
-0.6465668457146351,-1.1904157543330796,0.6613721638291681,0.05605189837011526,1.4086874320220846,9.4
0.5375218897267987,0.6431579720315068,-0.1583532306951945,-0.4273632643148164,0.06329915077219393,7.3
-0.2320753151274169,0.18524902844541657,-0.5129665233476891,-0.12391370031734325,-0.45523077062240686,7.4
0.6328185435213637,2.018655265199225,-0.9931125148644029,-1.5318422247171075,-1.0242884698495696,6.0
0.4783200655886149,0.8843175427113532,-0.9793313594745524,-1.0469035818385957,-1.067066598743327,8.0
